N,P,K,temperature,humidity,label,Region,Soil_Type,soil_moisture_range
32,68,19,24.62835037,18.18325169,kidneybeans,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
17,64,17,21.02213209,24.93896255,kidneybeans,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
13,69,19,17.30844532,20.01730914,kidneybeans,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(50, 70)"
14,67,22,23.82576704,24.75485098,kidneybeans,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
9,69,20,19.30607278,23.96362799,kidneybeans,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
20,73,22,16.03768615,22.33195853,kidneybeans,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
40,78,20,19.18572809,20.83398341,kidneybeans,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
27,72,23,19.92889503,21.79992115,kidneybeans,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
14,67,15,19.56376468,24.67385131,kidneybeans,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
7,56,18,18.31357543,24.32991649,kidneybeans,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
27,65,18,20.10993761,23.22323766,kidneybeans,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
30,63,16,23.60506572,21.90539577,kidneybeans,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
37,70,25,19.73136909,24.89487354,kidneybeans,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
27,63,19,20.93409877,21.1893007,kidneybeans,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
22,60,24,18.78226261,20.24768314,kidneybeans,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
3,72,24,36.51268371,57.92887167,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
40,59,23,36.89163721,62.73178224,pigeonpeas,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
33,73,23,29.23540524,59.38967583,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
27,57,24,27.33534897,43.35795962,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
10,79,18,21.0643684,55.46985938,pigeonpeas,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(50, 70)"
30,75,25,30.33276599,42.35249879,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
40,70,20,31.80130272,45.03186173,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
38,55,19,33.18184225,38.23184742,pigeonpeas,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
35,58,20,29.38538562,63.47742011,pigeonpeas,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
38,61,21,30.27374995,67.38680755,pigeonpeas,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
33,58,24,35.45790488,68.75810535,pigeonpeas,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
16,56,17,33.80020039,40.03262418,pigeonpeas,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
31,72,17,28.69180475,49.47225353,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
16,80,20,31.24021696,56.67369054,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
27,72,17,28.98039357,57.23265151,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
40,62,19,27.32198928,34.13737127,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
18,58,16,21.47607807,38.80023714,pigeonpeas,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(50, 70)"
3,68,16,18.31910448,34.69776639,pigeonpeas,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(50, 70)"
26,67,24,36.97794384,37.73992903,pigeonpeas,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
16,70,20,24.80467592,40.1242747,pigeonpeas,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
24,63,19,19.3479443,55.96805489,pigeonpeas,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(50, 70)"
9,76,25,28.88302142,50.12323801,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
16,55,19,19.54314136,47.19188279,pigeonpeas,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(50, 70)"
28,75,21,24.7741949,50.54621094,pigeonpeas,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
16,71,24,18.33124824,38.40975482,pigeonpeas,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(50, 70)"
24,70,21,19.14729038,45.3733757,pigeonpeas,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(50, 70)"
38,72,21,28.23416057,49.4421345,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
9,66,21,30.11812084,34.13307843,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
34,56,17,33.4126864,35.42910045,pigeonpeas,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
1,76,19,24.18553163,46.68746847,pigeonpeas,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(50, 70)"
6,69,19,26.88630675,41.69617915,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
26,73,21,31.33170829,57.97429171,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
27,61,18,33.30711818,67.07780816,pigeonpeas,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
27,71,23,23.45379018,46.48714759,pigeonpeas,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
36,61,21,34.53823889,39.04468913,pigeonpeas,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
17,73,18,19.50112224,34.51086611,pigeonpeas,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(50, 70)"
26,72,22,28.76794904,37.57792132,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
17,64,16,30.97758716,32.24914235,pigeonpeas,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
14,74,19,18.39759147,36.82639309,pigeonpeas,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(50, 70)"
39,60,15,35.09357419,30.98685456,pigeonpeas,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
6,66,15,34.93174223,30.40046769,pigeonpeas,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
8,59,18,29.50523036,35.72032498,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
2,67,18,34.51934775,47.52980027,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
1,76,17,28.43430726,52.10010827,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
16,73,19,18.41645629,34.80541039,pigeonpeas,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(50, 70)"
23,75,25,31.07508973,47.19847683,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
32,70,20,20.89342749,46.24856523,pigeonpeas,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(50, 70)"
28,59,22,30.90607799,52.79913039,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
5,62,23,27.9348279,66.45457122,pigeonpeas,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
36,67,25,35.95176642,36.52780776,pigeonpeas,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
1,66,23,19.54317155,56.92831399,pigeonpeas,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(50, 70)"
24,73,20,19.63736208,32.31528909,pigeonpeas,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(50, 70)"
17,67,18,31.2192752,56.46868874,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
5,55,18,33.50876355,45.70976142,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
5,56,24,24.80710166,45.01110015,pigeonpeas,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
37,77,17,36.20970524,31.94550613,pigeonpeas,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
13,73,20,30.50420876,35.48885969,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
6,63,23,26.01630259,49.94704718,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
16,77,22,31.48469278,35.6395615,pigeonpeas,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
25,64,20,33.15122581,32.45974539,pigeonpeas,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
34,75,24,23.50222822,51.29019509,pigeonpeas,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
20,77,23,34.87248659,38.83786012,pigeonpeas,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
35,80,25,28.09269012,44.93322042,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
14,75,24,24.54757829,57.3414485,pigeonpeas,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
36,80,21,33.64769646,48.41490082,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
7,77,18,20.5591255,60.54880693,pigeonpeas,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(50, 70)"
29,78,25,19.95991719,59.33157782,pigeonpeas,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(50, 70)"
30,60,21,28.87667593,62.4901206,pigeonpeas,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
20,74,16,36.04353699,43.61444121,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
19,57,23,23.6734328,47.2879691,pigeonpeas,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
3,60,19,25.74679443,40.7192594,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
5,77,19,31.08564994,66.68832981,pigeonpeas,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
5,68,20,18.72987676,61.33186249,pigeonpeas,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(50, 70)"
37,73,21,29.50304807,63.46513414,pigeonpeas,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
9,59,24,20.43517772,39.37252634,pigeonpeas,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(50, 70)"
20,72,15,36.00415838,56.01334416,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
31,56,23,31.46846241,35.39454002,pigeonpeas,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
0,70,21,36.30049702,56.03021253,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
21,74,15,29.49096726,67.10604388,pigeonpeas,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
13,67,18,30.5753044,34.75591197,pigeonpeas,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
27,74,20,24.69487673,59.96669215,pigeonpeas,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
29,72,24,23.17409556,36.67847052,pigeonpeas,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
5,68,20,19.04380471,33.10695144,pigeonpeas,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(50, 70)"
39,57,19,29.32379604,45.93248374,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
22,62,16,34.6455408,54.32342534,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
18,55,23,21.9989826,56.31006755,pigeonpeas,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(50, 70)"
39,77,21,22.99774444,60.24218572,pigeonpeas,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
13,75,20,30.55992394,35.29006485,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
27,71,24,31.46417866,48.17631461,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
26,64,22,25.95058595,40.58227261,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
23,55,16,21.01142393,69.69141302,pigeonpeas,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(50, 70)"
4,69,19,19.25100056,47.70351758,pigeonpeas,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(50, 70)"
20,67,19,19.24462755,50.54495302,pigeonpeas,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(50, 70)"
7,74,17,22.47253208,62.56532471,pigeonpeas,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(50, 70)"
17,64,18,36.75087487,58.25799145,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
35,71,17,29.89286629,66.35375127,pigeonpeas,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
11,72,22,29.37735586,44.82294584,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
20,60,22,29.65052947,42.89833235,pigeonpeas,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
10,71,18,19.54284889,66.34777265,pigeonpeas,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(50, 70)"
33,61,24,20.04611791,48.93905624,pigeonpeas,"Western Himalayas (J & K, H.P.)","['Alluvial', 'Brown-hill']","(50, 70)"
3,49,18,27.91095209,64.70930606,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
22,59,23,27.32220619,51.27868781,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
36,58,25,28.66024187,59.3189118,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
4,43,18,29.02955344,61.09387478,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
29,54,16,27.78031515,54.65030015,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
32,43,22,31.99928579,54.1077461,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
14,55,15,27.33580911,55.27755933,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
5,35,20,28.92952635,53.57014709,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
25,57,24,27.65472156,58.59986279,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
11,53,24,28.52396666,55.77264351,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
40,49,17,31.02215872,45.89239456,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
38,56,25,25.74095321,45.38497051,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
27,43,23,31.70447482,56.85420099,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
24,38,22,24.47876451,58.51663927,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
23,45,21,31.46511256,51.79939437,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
29,57,20,25.60973447,50.7330069,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
31,35,23,30.30260453,47.18283631,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
0,55,25,28.17489437,43.6672299,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
7,45,22,25.50634557,44.8302551,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
17,58,25,31.12896766,43.58788762,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
11,44,17,26.34043268,55.59160391,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
22,49,22,28.23494706,61.5620517,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
9,51,19,27.04453473,49.32609633,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
28,48,15,25.16125354,55.25435777,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
26,50,19,27.3179125,51.66921088,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
36,56,20,25.4123765,49.66474269,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
8,60,18,31.21629982,46.01868196,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
24,37,21,30.573999,58.22686794,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
22,43,24,25.42517036,53.2208266,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
36,43,24,27.09400578,43.65305437,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
22,44,24,24.30935081,56.32938343,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
17,43,22,30.06142622,45.90067655,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
8,45,15,28.09568993,60.9835384,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
7,56,23,26.33908791,40.00933429,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
36,57,16,28.61409059,57.14218792,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
11,45,19,28.70012137,44.359648,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
6,36,22,24.21610338,59.79236306,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
17,57,20,28.50677929,45.20094476,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
4,47,20,25.97948991,64.95585424,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
9,49,16,30.88482722,41.36561835,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
25,51,24,25.5042419,61.66852372,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
36,44,21,25.12528913,51.33189406,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
21,38,20,27.10508014,63.56791363,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
37,57,20,31.1006247,44.82069159,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
32,48,18,26.45707778,56.40226277,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
29,44,20,30.04132304,63.56222995,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
25,51,18,27.77799528,54.82130787,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
10,44,24,30.99256944,43.02151392,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
23,35,18,26.4908332,47.36534833,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
9,60,23,31.96987867,57.17377029,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
3,58,21,25.36140526,46.82652785,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
22,42,22,25.54249137,56.96640758,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
12,39,21,28.99319096,62.85948245,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
39,36,22,29.34317422,60.50320928,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
32,41,16,28.63618921,61.39451307,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
30,41,15,24.83206631,44.17085032,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
19,36,22,25.44689075,58.55363573,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
4,46,15,31.01274943,62.40392519,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
21,39,20,27.06179658,52.3003173,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
35,57,25,27.0956288,42.26206161,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
22,55,24,28.56800579,57.30636014,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
35,51,17,28.79929247,49.84213387,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
17,56,17,27.94293692,45.41393636,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
28,57,17,30.47757686,61.58245338,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
22,36,16,30.58139475,50.77148138,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
11,41,19,26.85911286,41.81420849,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
38,38,18,26.31051759,61.18749126,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
23,37,24,28.77833449,44.2252605,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
25,35,20,28.90245417,43.35365671,mothbeans,Western Dry Region (Rajasthan),"['Reddish Brown', 'Desert']","(50, 70)"
40,45,20,29.37687468,57.69622912,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
23,58,19,24.17093241,58.25204566,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
2,56,23,26.65333029,59.79023382,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
3,56,17,28.19912143,53.50567601,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
26,51,25,28.76488954,52.62741529,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
39,42,20,29.3499706,61.25353851,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
27,59,20,28.00937423,52.60950014,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
24,45,19,26.85851927,48.8246387,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
7,40,17,31.2123945,40.92604945,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
15,45,23,24.20422636,61.43378674,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
26,52,23,29.98835437,49.60384796,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
20,45,16,29.93964907,54.61813464,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
34,54,24,31.2119298,41.55934359,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
19,51,25,26.80474415,48.23991436,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
29,41,21,31.49398069,62.84916863,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
20,50,22,30.99694676,46.42693735,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
11,40,23,29.61253065,63.04749127,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
15,54,15,29.97604322,57.03184356,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
35,55,22,30.88883074,52.62696801,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
9,59,25,30.39321309,60.16299493,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
40,45,18,30.43683729,55.20522037,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
35,38,19,25.32688786,63.18180319,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
14,58,17,30.53684308,59.96664731,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
40,55,18,30.38257873,40.5926071,mothbeans,Central Plateau & Hills,['Alluvial Shallow Black'],"(50, 70)"
18,36,23,24.01825377,53.76623369,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
35,52,15,28.69841277,61.14754363,mothbeans,Eastern Plateau & Hills,"['Red & Yellow', 'Red & Lateritic', 'Mixed Red & Black']","(50, 70)"
